orderId;orderItemId;syncId;productId;quantity;unitOfMeasureId;netPrice;netAmount
42885;10;1757;20000050;100.000;P1;150.000.000;1.500.000.000
42886;20;1757;20000050;150.000;P1;135.000.000;2.025.000.000
42886;10;1757;20000050;100.000;P1;135.000.000;1.350.000.000
42888;20;1757;20000050;150.000;P1;15.000.000;225.000.000
42888;10;1757;20000050;100.000;P1;15.000.000;150.000.000
42889;20;1757;20000050;150.000;P1;132.300.000;1.984.500.000
42889;10;1757;20000050;100.000;P1;135.000.000;1.350.000.000
42890;20;1757;20000050;150.000;P1;15.000.000;225.000.000
42890;10;1757;20000050;100.000;P1;15.000.000;150.000.000
42931;1;1757;P100411;150.000;EA;9.992.700;149.890.500
42931;2;1757;P100402;30.000;EA;104.700;314.100
42931;3;1757;P100401;10.000;EA;4.282.700;4.282.700
42938;1;1757;P100411;150.000;EA;9.992.700;149.890.500
42938;2;1757;P100402;30.000;EA;104.700;314.100
42938;3;1757;P100401;10.000;EA;4.282.700;4.282.700
42959;10;1757;P100401;10.000;EA;4.277.700;4.277.700
42960;10;1757;P100407;20.000;EA;10.002.700;20.005.400
42972;1;1757;BEMATRIXRENTAL_01;10.000;EA;0.0000;0.0000
42972;2;1757;CERMSERVERRENTAL;10.000;EA;0.0000;0.0000
42972;3;1757;BEMATRIX_FRAMES;10.000;EA;0.0000;0.0000
42972;4;1757;BEMATRIX_LIGHTBOX;10.000;EA;0.0000;0.0000
42972;5;1757;BEMATRIX_READYMADE_DELUX_KIT;10.000;EA;0.0000;0.0000
42975;1;1757;P100403;10.000;EA;11.202.700;11.202.700
42978;1;1757;P100403;10.000;KGM;11.202.700;11.202.700
42986;1;1757;P100403;10.000;EA;11.202.700;11.202.700
42992;1;1757;P100405;10.000;EA;2.502.700;2.502.700
42995;1;1757;P100405;10.000;EA;2.502.700;2.502.700
42999;1;1757;P100405;20.000;EA;2.502.700;5.005.400
43002;1;1757;P100405;20.000;EA;2.502.700;5.005.400
43009;5;1757;SUS_001;70.000;EA;600.000;4.200.000
43009;4;1757;P100404;60.000;EA;3.807.700;22.846.200
43009;2;1757;P100402;30.000;EA;104.700;314.100
43009;1;1757;P100411;20.000;EA;9.992.700;19.985.400
43009;3;1757;P100401;10.000;EA;4.282.700;4.282.700
43018;2;1757;ALLIMEX_101464;30.000;EA;3.002.700;9.008.100
43018;1;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43018;3;1757;ALLIMEX_110267;10.000;EA;2.907.700;2.907.700
43021;2;1757;ALLIMEX_101464;30.000;EA;3.002.700;9.008.100
43021;1;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43021;3;1757;ALLIMEX_110267;10.000;EA;2.907.700;2.907.700
43042;1;1757;ALLIMEX_110267;10.000;EA;2.902.700;2.902.700
43051;1;1757;ACO_ABC;10.000;EA;1.500.000;1.500.000
43057;1;1757;P100403;10.000;EA;11.202.700;11.202.700
43060;1;1757;P100403;10.000;KGM;11.202.700;11.202.700
43065;1;1757;P100119;10.000;EA;500.000;500.000
43065;2;1757;P100129;10.000;EA;700.000;700.000
43065;3;1757;DUMMY;10.000;EA;800.000;800.000
43068;1;1757;P100119;10.000;EA;500.000;500.000
43089;1;1757;LAIT;100.000;LTR;10.000;100.000
43113;1;1757;5.00E+12;10.000;EA;100.600;100.600
43113;2;1757;ACO_ABC;10.000;EA;1.500.000;1.500.000
43113;3;1757;ALLIMEX_101464;10.000;EA;3.002.700;3.002.700
43221;10;1757;P100401;40.000;EA;4.277.700;17.110.800
43222;10;1757;606_0992_2480_30_R;10.000;EA;1.710.000;1.710.000
43224;10;1757;606_0992_2480_30_R;10.000;EA;1.710.000;1.710.000
43225;10;1757;606_0496_2976_30_R;100.000;EA;950.000;9.500.000
43231;1;1757;P100129;10.000;EA;665.000;665.000
43244;10;1757;662_0992_D30_E;500.000;EA;300.000;15.000.000
43244;20;1757;606_0992_2480_30_R;400.000;EA;100.000;4.000.000
43247;10;1757;662_0992_D30_E;510.000;EA;200.000;10.200.000
43247;20;1757;606_0992_2480_30_R;400.000;EA;400.000;16.000.000
43247;30;1757;606_0496_2976_30_E;300.000;EA;300.000;9.000.000
43248;10;1757;662_0992_D30_E;500.000;EA;200.000;10.000.000
43248;20;1757;606_0992_2480_30_R;400.000;EA;400.000;16.000.000
43248;30;1757;606_0496_2976_30_E;350.000;EA;300.000;10.500.000
43249;10;1757;662_0992_D30_E;700.000;EA;200.000;14.000.000
43249;30;1757;606_0496_2976_30_E;350.000;EA;300.000;10.500.000
43249;20;1757;606_0992_2480_30_R;300.000;EA;400.000;12.000.000
43250;10;1757;662_0992_D30_E;600.000;EA;200.000;12.000.000
43250;20;1757;606_0992_2480_30_R;550.000;EA;400.000;22.000.000
43250;30;1757;606_0496_2976_30_E;400.000;EA;300.000;12.000.000
43255;10;1757;662_0992_D30_E;500.000;EA;200.000;10.000.000
43255;20;1757;606_0992_2480_30_R;500.000;EA;400.000;20.000.000
43255;30;1757;606_0496_2976_30_E;500.000;EA;300.000;15.000.000
43256;20;1757;606_0992_2480_30_R;550.000;EA;400.000;22.000.000
43256;30;1757;606_0496_2976_30_E;550.000;EA;300.000;16.500.000
43256;10;1757;662_0992_D30_E;470.000;EA;200.000;9.400.000
43258;30;1757;606_0496_2976_30_E;600.000;EA;300.000;18.000.000
43258;10;1757;662_0992_D30_E;560.000;EA;200.000;11.200.000
43258;20;1757;606_0992_2480_30_R;550.000;EA;400.000;22.000.000
43259;30;1757;606_0496_2976_30_E;650.000;EA;300.000;19.500.000
43259;10;1757;662_0992_D30_E;600.000;EA;200.000;12.000.000
43259;20;1757;606_0992_2480_30_R;550.000;EA;400.000;22.000.000
43260;30;1757;606_0496_2976_30_E;700.000;EA;300.000;21.000.000
43260;20;1757;606_0992_2480_30_R;550.000;EA;400.000;22.000.000
43260;10;1757;662_0992_D30_E;400.000;EA;200.000;8.000.000
43261;30;1757;606_0496_2976_30_E;720.000;EA;300.000;21.600.000
43261;20;1757;606_0992_2480_30_R;550.000;EA;400.000;22.000.000
43261;10;1757;662_0992_D30_E;520.000;EA;200.000;10.400.000
43262;30;1757;606_0496_2976_30_E;750.000;EA;300.000;22.500.000
43262;10;1757;662_0992_D30_E;480.000;EA;200.000;9.600.000
43262;20;1757;606_0992_2480_30_R;200.000;EA;400.000;8.000.000
43263;30;1757;606_0496_2976_30_E;780.000;EA;300.000;23.400.000
43263;10;1757;662_0992_D30_E;510.000;EA;200.000;10.200.000
43263;20;1757;606_0992_2480_30_R;200.000;EA;400.000;8.000.000
43264;30;1757;606_0496_2976_30_E;400.000;EA;285.000;11.400.000
43264;10;1757;662_0992_D30_E;200.000;EA;190.000;3.800.000
43264;20;1757;606_0992_2480_30_R;200.000;EA;380.000;7.600.000
43265;20;1757;606_0992_2480_30_R;200.000;EA;380.000;7.600.000
43265;30;1757;606_0496_2976_30_E;150.000;EA;285.000;4.275.000
43265;10;1757;662_0992_D30_E;70.000;EA;190.000;1.330.000
43310;10;1757;662_0992_D30_E;500.000;EA;300.000;15.000.000
43310;20;1757;606_0992_2480_30_R;400.000;EA;100.000;4.000.000
43318;1;1757;P100411;60.000;EA;9.992.700;59.956.200
43318;4;1757;ALLIMEX_101464;30.000;EA;3.007.700;9.023.100
43318;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43318;2;1757;5.00E+12;10.000;EA;100.600;100.600
43325;10;1757;P100900;10.000;EA;2.375.000;2.375.000
43326;10;1757;P100900;10.000;EA;2.375.000;2.375.000
43332;10;1757;20000071;2.500.000;HUR;1.000.000;250.000.000
43333;10;1757;P100101;10.000;EA;5.000.000;5.000.000
43350;10;1757;606_XXXX_XXXX_30_E;10.000;EA;4.750.000;4.750.000
43354;10;1757;P100407;50.000;EA;9.500.000;47.500.000
43355;10;1757;P100407;50.000;EA;9.500.000;47.500.000
43356;10;1757;P100407;50.000;EA;10.000.000;50.000.000
43357;10;1757;P100710;10.000;EA;1.000.000;1.000.000
43360;10;1757;606_XXXX_XXXX_30_E;10.000;EA;950.000;950.000
43367;10;1757;20000071;2.500.000;HUR;1.000.000;250.000.000
43371;1;1757;P300002;10.000;EA;60.000;60.000
43371;2;1757;P100404;10.000;EA;3.802.700;3.802.700
43424;2;1757;FLEUR;60.000;GRM;20.000;120.000
43424;1;1757;EXH_001_BROWN;10.000;EA;1.000.000;1.000.000
43592;1;1757;P100411;60.000;EA;9.992.700;59.956.200
43592;4;1757;ALLIMEX_101464;30.000;EA;3.007.700;9.023.100
43592;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43592;2;1757;5.00E+12;10.000;EA;100.600;100.600
43601;1;1757;P100411;60.000;EA;9.992.700;59.956.200
43601;4;1757;ALLIMEX_101464;30.000;EA;3.007.700;9.023.100
43601;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43601;2;1757;5.00E+12;10.000;EA;100.600;100.600
43619;1;1757;P100411;150.000;EA;9.992.700;149.890.500
43619;2;1757;P100402;30.000;EA;104.700;314.100
43619;3;1757;P100401;10.000;EA;4.282.700;4.282.700
43626;1;1757;P100411;150.000;EA;9.992.700;149.890.500
43626;2;1757;P100402;30.000;EA;104.700;314.100
43626;3;1757;P100401;10.000;EA;4.282.700;4.282.700
43633;1;1757;P100411;60.000;EA;9.992.700;59.956.200
43633;4;1757;ALLIMEX_101464;30.000;EA;3.007.700;9.023.100
43633;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43633;2;1757;5.00E+12;10.000;EA;100.600;100.600
43642;1;1757;P100411;150.000;EA;9.992.700;149.890.500
43642;2;1757;P100402;30.000;EA;104.700;314.100
43642;3;1757;P100401;10.000;EA;4.282.700;4.282.700
43650;1;1757;P100411;60.000;EA;9.992.700;59.956.200
43650;4;1757;ALLIMEX_101464;30.000;EA;3.007.700;9.023.100
43650;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43650;2;1757;5.00E+12;10.000;EA;100.600;100.600
43654;20;1757;20000050;150.000;P1;75.000.000;1.125.000.000
43654;10;1757;20000050;100.000;P1;75.000.000;750.000.000
43654;30;1757;20000050;50.000;P1;75.000.000;375.000.000
43758;1;1757;P100411;60.000;EA;9.992.700;59.956.200
43758;4;1757;ALLIMEX_101464;30.000;EA;3.007.700;9.023.100
43758;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43758;2;1757;5.00E+12;10.000;EA;100.600;100.600
43767;1;1757;P100411;60.000;EA;9.992.700;59.956.200
43767;4;1757;ALLIMEX_101464;30.000;EA;3.007.700;9.023.100
43767;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43767;2;1757;5.00E+12;10.000;EA;100.600;100.600
43776;1;1757;P100411;60.000;EA;9.992.700;59.956.200
43776;4;1757;ALLIMEX_101464;30.000;EA;3.007.700;9.023.100
43776;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43776;2;1757;5.00E+12;10.000;EA;100.600;100.600
43785;1;1757;P100411;150.000;EA;9.992.700;149.890.500
43785;2;1757;P100402;30.000;EA;104.700;314.100
43785;3;1757;P100401;10.000;EA;4.282.700;4.282.700
43792;1;1757;P100411;60.000;EA;9.992.700;59.956.200
43792;4;1757;ALLIMEX_101464;30.000;EA;3.007.700;9.023.100
43792;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43792;2;1757;5.00E+12;10.000;EA;100.600;100.600
43798;10;1757;P100404;10.000;EA;3.800.000;3.800.000
43817;1;1757;ACO_ABC;10.000;EA;1.500.000;1.500.000
43817;2;1757;P300009;10.000;EA;100.000;100.000
43818;70;1757;20000071;2.560.000;HUR;1.150.000;294.400.000
43818;60;1757;20000071;2.400.000;HUR;1.050.000;252.000.000
43818;90;1757;20000071;1.600.000;HUR;1.050.000;168.000.000
43818;130;1757;20000071;1.600.000;HUR;950.000;152.000.000
43818;40;1757;20000071;1.350.000;HUR;1.050.000;141.750.000
43818;30;1757;20000071;1.250.000;HUR;1.000.000;125.000.000
43818;110;1757;20000071;1.200.000;HUR;950.000;114.000.000
43818;120;1757;20000071;1.200.000;HUR;1.050.000;126.000.000
43818;100;1757;20000071;1.000.000;HUR;1.050.000;105.000.000
43818;150;1757;20000071;850.000;HUR;950.000;80.750.000
43818;140;1757;20000071;800.000;HUR;1.050.000;84.000.000
43818;80;1757;20000071;750.000;HUR;1.000.000;75.000.000
43818;50;1757;20000071;400.000;HUR;1.350.000;54.000.000
43818;10;1757;20000071;240.000;HUR;1.050.000;25.200.000
43818;160;1757;20000071;120.000;HUR;1.350.000;16.200.000
43818;20;1757;20000071;80.000;HUR;1.350.000;10.800.000
43821;30;1757;20000071;400.000;HUR;850.000;34.000.000
43821;40;1757;20000071;320.000;HUR;1.000.000;32.000.000
43821;50;1757;20000101;320.000;HUR;1.000.000;43.800
43821;20;1757;20000050;150.000;P1;78.000.000;1.170.000.000
43821;10;1757;20000050;100.000;P1;78.000.000;780.000.000
43839;1;1757;P100411;60.000;EA;9.992.700;59.956.200
43839;4;1757;ALLIMEX_101464;30.000;EA;3.007.700;9.023.100
43839;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43839;2;1757;5.00E+12;10.000;EA;100.600;100.600
43849;1;1757;P100411;150.000;EA;9.992.700;149.890.500
43849;2;1757;P100402;30.000;EA;104.700;314.100
43849;3;1757;P100401;10.000;EA;4.282.700;4.282.700
43853;10;1757;P100404;10.000;EA;3.800.000;3.800.000
43854;10;1757;P120104;10.000;EA;1.500.000;1.500.000
43855;10;1757;P120104;10.000;EA;1.500.000;1.500.000
43856;10;1757;P120104;10.000;EA;1.500.000;1.500.000
43858;40;1757;PS3TNM;400.000;HUR;850.000;34.000.000
43858;30;1757;PS2TNM;320.000;HUR;1.000.000;32.000.000
43858;20;1757;20000050;150.000;P1;78.000.000;1.170.000.000
43858;10;1757;20000050;100.000;P1;78.000.000;780.000.000
43859;40;1757;PS3TNM;400.000;HUR;850.000;34.000.000
43859;30;1757;PS2TNM;320.000;HUR;1.000.000;32.000.000
43859;20;1757;20000050;150.000;P1;78.000.000;1.170.000.000
43859;10;1757;20000050;100.000;P1;78.000.000;780.000.000
43861;1;1757;SPARE_02;10.000;EA;220.000;220.000
43861;2;1757;DP4K-36BLP_KIT;10.000;EA;50.000.000;50.000.000
43861;3;1757;LEVURE;10.000;GRM;30.000;30.000
43861;4;1757;MASTER_ROLL;10.000;EA;5.000.000;5.000.000
43868;1;1757;P100411;150.000;EA;9.992.700;149.890.500
43868;2;1757;P100402;30.000;EA;104.700;314.100
43868;3;1757;P100401;10.000;EA;4.282.700;4.282.700
43912;1;1757;P100411;60.000;EA;9.992.700;59.956.200
43912;4;1757;ALLIMEX_101464;30.000;EA;3.007.700;9.023.100
43912;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43912;2;1757;5.00E+12;10.000;EA;100.600;100.600
43930;1;1757;P100411;60.000;EA;9.992.700;59.956.200
43930;4;1757;ALLIMEX_101464;30.000;EA;3.007.700;9.023.100
43930;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43930;2;1757;5.00E+12;10.000;EA;100.600;100.600
43943;1;1757;P100411;60.000;EA;9.992.700;59.956.200
43943;4;1757;ALLIMEX_101464;30.000;EA;3.007.700;9.023.100
43943;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43943;2;1757;5.00E+12;10.000;EA;100.600;100.600
43951;1;1757;P100411;60.000;EA;9.992.700;59.956.200
43951;4;1757;ALLIMEX_101464;30.000;EA;3.007.700;9.023.100
43951;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43951;2;1757;5.00E+12;10.000;EA;100.600;100.600
43972;1;1757;P100411;60.000;EA;9.992.700;59.956.200
43972;4;1757;ALLIMEX_101464;30.000;EA;3.007.700;9.023.100
43972;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
43972;2;1757;5.00E+12;10.000;EA;100.600;100.600
43993;2;1757;P100407;30.000;EA;10.000.000;30.000.000
43993;1;1757;MTB1;20.000;EA;58.000.000;116.000.000
43996;1;1757;P300006;10.000;EA;150.000;150.000
43999;1;1757;P100405;10.000;EA;2.502.700;2.502.700
44020;3;1757;P120102;70.000;EA;1.507.700;10.553.900
44020;5;1757;P100203;60.000;EA;5.800.000;34.800.000
44020;2;1757;P100402;30.000;EA;104.700;314.100
44020;1;1757;P100411;20.000;EA;9.992.700;19.985.400
44020;4;1757;P100401;10.000;EA;4.282.700;4.282.700
44023;3;1757;P120102;70.000;EA;1.507.700;10.553.900
44023;5;1757;P100203;60.000;EA;5.800.000;34.800.000
44023;2;1757;P100402;30.000;EA;104.700;314.100
44023;1;1757;P100411;20.000;EA;9.992.700;19.985.400
44023;4;1757;P100401;10.000;EA;4.282.700;4.282.700
44032;2;1757;LEVURE;100.000;GRM;30.000;300.000
44032;1;1757;SPS-1-R;30.000;EA;2.500.000.000;7.500.000.000
44032;3;1757;SPARE_02;10.000;EA;220.000;220.000
44035;2;1757;LEVURE;100.000;GRM;30.000;300.000
44035;1;1757;SPS-1-R;30.000;EA;2.500.000.000;7.500.000.000
44035;3;1757;SPARE_02;10.000;EA;220.000;220.000
44073;20;1757;P120104;50.000;EA;1.500.000;7.500.000
44073;30;1757;P100109;40.000;EA;600.000;2.400.000
44073;40;1757;P100001;20.000;EA;1.502.700;3.005.400
44073;60;1757;P110401;20.000;;;
44073;70;1757;P110220;20.000;;;
44073;10;1757;P100401;10.000;EA;4.277.700;4.277.700
44073;50;1757;P110401K;10.000;EA;600.000;600.000
44117;1;1757;ACO_ABC;10.000;EA;1.500.000;1.500.000
44117;2;1757;P300009;10.000;EA;100.000;100.000
44121;1;1757;ACO_ABC;10.000;EA;1.500.000;1.500.000
44121;2;1757;P300009;10.000;EA;100.000;100.000
44127;2;1757;P300009;20.000;EA;100.000;200.000
44127;1;1757;ACO_ABC;10.000;EA;1.500.000;1.500.000
44127;3;1757;P300006;10.000;EA;150.000;150.000
44131;1;1757;FLEUR;60.000;GRM;20.000;120.000
44131;2;1757;FRIDGE_01;10.000;EA;10.000.000;10.000.000
44135;1;1757;P100403;10.000;EA;11.202.700;11.202.700
44135;2;1757;P120101;10.000;EA;16.500.000;16.500.000
44144;1;1757;P100403;10.000;EA;11.202.700;11.202.700
44149;1;1757;P100403;10.000;EA;11.202.700;11.202.700
44164;2;1757;P300009;60.000;EA;100.000;600.000
44164;1;1757;ACO_ABC;30.000;EA;1.500.000;4.500.000
44164;4;1757;P100213;30.000;EA;7.500.000;22.500.000
44164;3;1757;P100404;10.000;EA;3.802.700;3.802.700
44167;2;1757;P300009;60.000;EA;100.000;600.000
44167;1;1757;ACO_ABC;30.000;EA;1.500.000;4.500.000
44167;4;1757;P100213;30.000;EA;7.500.000;22.500.000
44167;3;1757;P100404;10.000;EA;3.802.700;3.802.700
44180;1;1757;ACO_ABC;40.000;EA;1.500.000;6.000.000
44180;2;1757;P300009;30.000;EA;100.000;300.000
44180;3;1757;P300006;30.000;EA;150.000;450.000
44180;4;1757;P100404;10.000;EA;3.802.700;3.802.700
44183;1;1757;ACO_ABC;40.000;EA;1.500.000;6.000.000
44186;1;1757;ACO_ABC;40.000;EA;1.500.000;6.000.000
44192;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44195;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44198;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44201;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44204;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44212;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44216;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44219;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44222;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44226;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44229;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44232;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44237;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44240;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44243;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44246;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44261;1;1757;PIN01;10.000;EA;100.000;100.000
44264;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44267;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44270;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44273;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44276;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44279;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44282;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44285;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44288;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44291;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44294;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44301;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44304;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44308;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44311;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44316;1;1757;P100411;10.000;EA;9.992.700;9.992.700
44319;1;1757;MITT_01;10.000;XSX;40.000;40.000
44321;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45000;10;1757;TEST_MIG;1.000.000;HUR;0.3000;250.000
45001;10;1757;TEST_MIG;1.000.000;HUR;0.0000;0.0000
45002;10;1757;TEST_MIG;1.000.000;HUR;0.3000;250.000
45003;10;1757;K100;10.000;EA;12.500.000;12.500.000
45004;10;1757;TEST_MIG;1.000.000;HUR;0.3000;250.000
45005;10;1757;TEST_MIG;1.000.000;HUR;0.0000;0.0000
45014;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45017;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45020;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45025;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45034;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45039;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45046;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45051;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45058;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45063;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45070;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45073;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45076;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45079;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45082;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45088;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45091;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45097;2;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45097;1;1757;5.00E+12;10.000;EA;100.600;100.600
45099;2;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45099;1;1757;5.00E+12;10.000;EA;100.600;100.600
45105;2;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45105;1;1757;5.00E+12;10.000;EA;100.600;100.600
45107;1;1757;5.00E+12;10.000;EA;100.600;100.600
45111;2;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45111;1;1757;5.00E+12;10.000;EA;100.600;100.600
45115;2;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45115;1;1757;5.00E+12;10.000;EA;100.600;100.600
45227;2;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45227;1;1757;5.00E+12;10.000;EA;100.600;100.600
45238;1;1757;P100411;60.000;EA;9.992.700;59.956.200
45238;4;1757;ALLIMEX_101464;30.000;EA;3.002.700;9.008.100
45238;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45238;2;1757;5.00E+12;10.000;EA;100.600;100.600
45243;2;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45243;1;1757;5.00E+12;10.000;EA;100.600;100.600
45267;2;1757;BEURRE;30.000;GRM;10.000;30.000
45267;1;1757;P100110;20.000;EA;4.500.000;9.000.000
45267;3;1757;CLP/BLP_COOLER;10.000;EA;5.000.000;5.000.000
45270;2;1757;BEURRE;30.000;GRM;10.000;30.000
45270;1;1757;P100110;20.000;EA;4.500.000;9.000.000
45270;3;1757;CLP/BLP_COOLER;10.000;EA;5.000.000;5.000.000
45302;3;1757;PIN01;30.000.000;EA;100.000;300.000.000
45302;2;1757;MTB1;40.000;EA;58.000.000;232.000.000
45302;1;1757;P100405;10.000;EA;2.502.700;2.502.700
45357;1;1757;P100411;60.000;EA;9.992.700;59.956.200
45357;4;1757;ALLIMEX_101464;30.000;EA;3.002.700;9.008.100
45357;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45357;2;1757;5.00E+12;10.000;EA;100.600;100.600
45370;1;1757;P100411;150.000;EA;9.992.700;149.890.500
45370;2;1757;P100402;30.000;EA;99.700;299.100
45370;3;1757;P100401;10.000;EA;4.277.700;4.277.700
45373;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45383;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45391;1;1757;P100411;60.000;EA;9.992.700;59.956.200
45391;4;1757;ALLIMEX_101464;30.000;EA;3.002.700;9.008.100
45391;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45391;2;1757;5.00E+12;10.000;EA;100.600;100.600
45397;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45425;2;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45425;1;1757;5.00E+12;10.000;EA;100.600;100.600
45427;2;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45427;1;1757;5.00E+12;10.000;EA;100.600;100.600
45431;2;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45431;1;1757;5.00E+12;10.000;EA;100.600;100.600
45434;1;1757;P100411;10.000;EA;9.992.700;9.992.700
45438;2;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45438;1;1757;5.00E+12;10.000;EA;100.600;100.600
45441;1;1757;5.00E+12;10.000;EA;100.600;100.600
45494;1;1757;P100411;60.000;EA;9.992.700;59.956.200
45494;4;1757;ALLIMEX_101464;30.000;EA;3.002.700;9.008.100
45494;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45494;2;1757;5.00E+12;10.000;EA;100.600;100.600
45506;1;1757;P100411;60.000;EA;9.992.700;59.956.200
45506;4;1757;ALLIMEX_101464;30.000;EA;3.002.700;9.008.100
45506;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45506;2;1757;5.00E+12;10.000;EA;100.600;100.600
45555;1;1757;P100411;60.000;EA;9.992.700;59.956.200
45555;4;1757;ALLIMEX_101464;30.000;EA;3.002.700;9.008.100
45555;3;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45555;2;1757;5.00E+12;10.000;EA;100.600;100.600
45559;10;1757;20000011;10.000;HUR;1.500.000;1.500.000
45559;20;1757;20000050;10.000;P1;12.000;12.000
45559;30;1757;20000093;10.000;MON;50.000.000;50.000.000
45560;10;1757;P100401;10.000;EA;4.277.700;4.277.700
45566;10;1757;P100001;10.000;EA;1.502.700;1.502.700
45614;2;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45614;1;1757;5.00E+12;10.000;EA;100.600;100.600
45618;2;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45618;1;1757;5.00E+12;10.000;EA;100.600;100.600
45622;2;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45622;1;1757;5.00E+12;10.000;EA;100.600;100.600
45626;2;1757;ACO_ABC;20.000;EA;1.500.000;3.000.000
45626;1;1757;5.00E+12;10.000;EA;100.600;100.600
